temp_air_C,temp_process_C,delta_temp_C,vitesse_rotation_rpm,couple_Nm,usure_outil_min,puissance_W,ratio_couple_vitesse,type_piece_L,type_piece_M,panne_machine,RUL_min,usine,piece_id
24.75,34.45,9.7,1747,25.3,136,4628.52,0.0145,1,0,0,125.0,FR-Nantes,1974
24.85,34.45,9.6,1450,48.7,138,7394.79,0.0336,1,0,0,121.9,FR-Toulouse,1975
24.85,34.55,9.7,1422,45.6,140,6790.36,0.032,1,0,0,118.1,ES-Barcelone,1976
24.95,34.55,9.6,1419,47.4,142,7043.51,0.0334,0,1,0,123.6,FR-Toulouse,1977
24.95,34.55,9.6,1633,30.7,145,5249.93,0.0188,0,1,0,119.7,FR-Toulouse,1978
24.85,34.55,9.7,1442,43.6,148,6583.86,0.0302,1,0,0,108.1,ES-Barcelone,1979
24.85,34.45,9.6,1420,45.8,150,6810.55,0.0322,0,0,0,112.0,ES-Madrid,1980
24.85,34.45,9.6,1301,58.5,155,7970.06,0.0449,0,1,0,100.1,FR-Lyon,1981
24.85,34.45,9.6,1385,45.0,158,6526.66,0.0325,1,0,0,95.1,ES-Madrid,1982
24.85,34.55,9.7,1487,41.3,160,6431.16,0.0278,0,1,0,96.9,FR-Nantes,1983
24.85,34.45,9.6,1459,44.4,163,6783.7,0.0304,0,1,0,101.3,FR-Nantes,1984
24.85,34.35,9.5,1387,45.5,166,6608.71,0.0328,0,1,0,98.8,FR-Lyon,1985
24.95,34.55,9.6,1537,40.8,169,6566.93,0.0265,1,0,0,93.6,FR-Lyon,1986
24.95,34.45,9.5,1498,42.9,171,6729.73,0.0286,1,0,0,92.6,ES-Madrid,1987
25.05,34.65,9.6,1599,31.2,173,5224.34,0.0195,0,1,0,89.6,FR-Nantes,1988
25.15,34.75,9.6,1420,39.2,176,5829.12,0.0276,0,0,0,80.8,FR-Toulouse,1989
25.05,34.75,9.7,1785,23.4,181,4374.04,0.0131,1,0,0,81.2,ES-Madrid,1990
25.05,34.65,9.6,1423,48.1,183,7167.68,0.0338,1,0,0,81.0,ES-Madrid,1991
25.05,34.65,9.6,1583,36.6,185,6067.23,0.0231,0,1,0,78.8,FR-Lyon,1992
25.05,34.65,9.6,1375,46.6,188,6709.92,0.0339,1,0,0,77.9,FR-Nantes,1993
25.15,34.85,9.7,1463,42.5,190,6511.21,0.029,0,1,0,73.5,FR-Lyon,1994
25.05,34.75,9.7,1403,45.1,193,6626.17,0.0321,0,1,0,68.8,ES-Madrid,1995
25.15,34.85,9.7,1451,47.1,196,7156.77,0.0324,1,0,0,69.4,ES-Madrid,1996
25.25,34.85,9.6,1416,38.2,198,5664.42,0.027,0,1,1,61.9,ES-Barcelone,1997
25.15,34.95,9.8,1672,41.3,0,7231.28,0.0247,1,0,0,255.6,FR-Lyon,1998
25.15,34.85,9.7,1637,30.8,2,5279.93,0.0188,0,0,0,257.2,FR-Lyon,1999
25.25,34.85,9.6,1540,37.8,7,6095.95,0.0245,1,0,0,249.3,FR-Toulouse,2000
25.25,34.95,9.7,1279,53.1,9,7112.03,0.0415,1,0,0,247.6,FR-Toulouse,2001
25.25,35.05,9.8,1604,34.9,11,5862.17,0.0217,1,0,0,248.3,FR-Lyon,2002
25.35,35.05,9.7,1654,27.1,13,4693.9,0.0164,1,0,0,243.0,ES-Barcelone,2003
25.35,35.05,9.7,1564,37.5,15,6141.81,0.024,0,1,0,243.5,FR-Lyon,2004
25.35,35.05,9.7,1451,47.5,18,7217.55,0.0327,1,0,0,232.5,FR-Toulouse,2005
25.35,35.15,9.8,1504,38.0,20,5984.94,0.0252,1,0,0,241.1,ES-Madrid,2006
25.35,35.15,9.8,1381,50.5,22,7303.21,0.0365,0,1,0,238.0,FR-Toulouse,2007
25.45,35.25,9.8,1562,34.4,25,5626.89,0.022,1,0,0,230.9,ES-Madrid,2008
25.35,35.15,9.8,1811,24.7,27,4684.29,0.0136,1,0,0,236.3,FR-Lyon,2009
25.45,35.15,9.7,1717,28.7,29,5160.37,0.0167,0,1,0,235.7,FR-Nantes,2010
25.45,35.15,9.7,1278,60.5,32,8096.83,0.0473,1,0,0,220.0,FR-Lyon,2011
25.55,35.35,9.8,1616,30.2,34,5110.66,0.0187,1,0,0,222.2,FR-Lyon,2012
25.45,35.25,9.8,1397,46.4,36,6788.02,0.0332,1,0,0,220.2,ES-Barcelone,2013
25.45,35.25,9.8,1485,42.9,38,6671.33,0.0289,1,0,0,217.3,FR-Lyon,2014
25.45,35.25,9.8,1310,59.7,40,8189.82,0.0455,1,0,0,224.1,FR-Nantes,2015
25.35,35.05,9.7,1301,66.3,42,9032.74,0.0509,1,0,1,217.0,FR-Toulouse,2016
25.35,35.15,9.8,1458,44.0,44,6717.98,0.0302,1,0,0,214.7,FR-Toulouse,2017
25.55,35.35,9.8,1483,42.5,46,6600.22,0.0286,1,0,0,204.0,ES-Barcelone,2018
25.55,35.35,9.8,1375,46.4,48,6681.12,0.0337,1,0,0,215.2,FR-Lyon,2019
25.55,35.35,9.8,1660,27.0,50,4693.54,0.0163,0,1,0,203.8,ES-Madrid,2020
25.55,35.25,9.7,1560,33.3,53,5439.98,0.0213,0,0,0,207.3,ES-Barcelone,2021
25.55,35.35,9.8,1480,42.2,58,6540.38,0.0285,1,0,0,203.4,FR-Nantes,2022
25.55,35.25,9.7,1373,46.9,60,6743.29,0.0341,1,0,0,206.8,ES-Barcelone,2023
25.55,35.35,9.8,1444,54.2,62,8195.87,0.0375,1,0,0,191.5,FR-Lyon,2024
25.55,35.45,9.9,1722,24.7,64,4454.09,0.0143,0,1,0,180.9,FR-Toulouse,2025
25.55,35.35,9.8,1469,39.9,67,6137.95,0.0271,1,0,0,193.9,FR-Toulouse,2026
25.55,35.35,9.8,1360,52.9,69,7533.96,0.0389,0,1,0,200.0,ES-Madrid,2027
25.55,35.25,9.7,1750,25.8,72,4728.1,0.0147,1,0,0,194.2,ES-Barcelone,2028
25.55,35.15,9.6,1349,46.6,74,6583.04,0.0345,0,1,0,187.0,FR-Toulouse,2029
25.55,35.35,9.8,1668,35.2,77,6148.47,0.0211,1,0,0,180.5,ES-Madrid,2030
25.75,35.45,9.7,1400,49.5,79,7257.08,0.0353,1,0,0,185.0,FR-Lyon,2031
25.65,35.45,9.8,1331,62.8,81,8753.19,0.0471,1,0,0,174.1,FR-Nantes,2032
25.65,35.35,9.7,1444,42.2,83,6381.29,0.0292,1,0,0,179.4,FR-Nantes,2033
25.65,35.35,9.7,1359,47.6,85,6774.15,0.035,0,0,0,177.5,ES-Barcelone,2034
25.65,35.35,9.7,1425,47.4,90,7073.3,0.0332,0,1,0,175.3,FR-Nantes,2035
25.75,35.45,9.7,1469,34.2,93,5261.1,0.0233,0,1,0,180.8,FR-Toulouse,2036
25.85,35.55,9.7,1892,22.8,96,4517.36,0.012,1,0,0,166.0,FR-Lyon,2037
25.85,35.55,9.7,1940,19.9,98,4042.81,0.0103,0,0,0,159.5,FR-Lyon,2038
25.85,35.65,9.8,1405,55.2,103,8121.65,0.0393,1,0,0,156.9,FR-Lyon,2039
25.85,35.75,9.9,1449,39.6,105,6008.86,0.0273,0,1,0,146.2,FR-Toulouse,2040
25.95,35.75,9.8,1686,29.6,108,5226.1,0.0175,1,0,0,148.5,ES-Barcelone,2041
25.95,35.75,9.8,1680,27.2,110,4785.27,0.0162,1,0,0,148.0,FR-Nantes,2042
25.95,35.75,9.8,1397,52.4,112,7665.78,0.0375,0,1,0,145.4,FR-Nantes,2043
26.05,35.85,9.8,1597,30.3,115,5067.29,0.019,0,1,0,145.8,FR-Lyon,2044
26.15,35.95,9.8,1470,41.1,118,6326.85,0.0279,1,0,0,137.9,ES-Barcelone,2045
26.15,35.95,9.8,1703,31.3,120,5581.97,0.0184,0,1,0,145.6,ES-Madrid,2046
26.15,35.95,9.8,1388,45.5,123,6613.47,0.0328,1,0,0,137.0,FR-Lyon,2047
26.15,36.05,9.9,1775,24.2,125,4498.24,0.0136,1,0,0,135.0,ES-Madrid,2048
26.15,36.05,9.9,1465,41.5,127,6366.7,0.0283,1,0,0,131.4,FR-Nantes,2049
26.15,36.05,9.9,1586,37.9,129,6294.64,0.0239,0,1,0,131.8,FR-Lyon,2050
26.35,36.15,9.8,1675,29.2,132,5121.84,0.0174,0,1,0,132.1,FR-Nantes,2051
26.25,36.05,9.8,1470,44.4,135,6834.85,0.0302,0,1,0,120.7,FR-Nantes,2052
26.35,36.15,9.8,1477,40.4,138,6248.71,0.0273,1,0,0,118.7,FR-Lyon,2053
26.35,36.15,9.8,1382,61.0,140,8828.08,0.0441,1,0,0,118.5,ES-Barcelone,2054
26.45,36.25,9.8,1605,29.8,142,5008.64,0.0186,0,1,0,111.3,ES-Madrid,2055
26.45,36.25,9.8,1643,32.9,145,5660.59,0.02,1,0,0,110.9,ES-Madrid,2056
26.35,36.15,9.8,1333,54.1,147,7551.9,0.0406,1,0,0,110.6,FR-Nantes,2057
26.35,36.15,9.8,1520,42.3,149,6733.06,0.0278,1,0,0,115.4,FR-Toulouse,2058
26.35,36.15,9.8,1902,24.0,151,4780.25,0.0126,0,1,0,110.3,ES-Madrid,2059
26.35,36.25,9.9,1386,44.4,154,6444.29,0.032,0,0,0,107.0,FR-Nantes,2060
26.45,36.35,9.9,1803,27.7,159,5230.03,0.0154,1,0,0,105.3,FR-Lyon,2061
26.55,36.45,9.9,1359,50.7,161,7215.33,0.0373,1,0,0,98.3,FR-Nantes,2062
26.55,36.45,9.9,1477,42.7,163,6604.46,0.0289,0,1,0,99.0,ES-Madrid,2063
26.55,36.45,9.9,1321,53.4,166,7387.08,0.0404,1,0,0,93.5,FR-Nantes,2064
26.45,36.35,9.9,1453,41.4,168,6299.33,0.0285,1,0,0,93.3,FR-Lyon,2065
26.55,36.45,9.9,1419,45.1,170,6701.74,0.0318,1,0,0,87.1,ES-Madrid,2066
26.55,36.45,9.9,1512,36.2,172,5731.77,0.0239,1,0,0,75.8,FR-Lyon,2067
26.55,36.45,9.9,1553,36.8,174,5984.78,0.0237,1,0,0,85.3,FR-Toulouse,2068
26.55,36.45,9.9,1534,39.1,176,6281.03,0.0255,0,1,0,91.1,FR-Lyon,2069
26.55,36.45,9.9,1553,41.0,179,6667.82,0.0264,0,0,0,85.6,FR-Toulouse,2070
26.55,36.35,9.8,1352,49.7,184,7036.58,0.0367,1,0,0,80.8,ES-Madrid,2071
26.55,36.45,9.9,1313,60.0,186,8249.82,0.0457,0,1,0,80.2,FR-Nantes,2072
26.45,36.35,9.9,1570,35.5,189,5836.56,0.0226,1,0,0,71.4,FR-Lyon,2073
26.45,36.25,9.8,1677,31.1,191,5461.63,0.0185,1,0,0,70.0,ES-Barcelone,2074
26.35,36.25,9.9,1602,31.5,193,5284.47,0.0197,1,0,0,63.9,ES-Barcelone,2075
26.35,36.25,9.9,1390,58.8,195,8558.96,0.0423,1,0,1,63.4,ES-Barcelone,2076
26.25,36.15,9.9,1544,36.0,197,5820.74,0.0233,1,0,0,66.1,FR-Lyon,2077
26.25,36.25,10.0,1701,31.2,199,5557.6,0.0183,1,0,0,67.0,FR-Nantes,2078
26.25,36.15,9.9,1692,28.4,201,5032.08,0.0168,0,1,0,58.3,ES-Barcelone,2079
26.15,36.15,10.0,1523,37.9,204,6044.6,0.0249,0,1,0,53.7,ES-Madrid,2080
26.15,36.05,9.9,2280,15.4,207,3676.92,0.0068,1,0,0,53.0,FR-Lyon,2081
26.25,36.15,9.9,1485,47.1,209,7324.47,0.0317,0,1,0,54.0,FR-Lyon,2082
26.25,36.05,9.8,1513,36.1,212,5719.72,0.0238,0,0,0,40.8,FR-Nantes,2083
26.25,36.15,9.9,1743,28.2,0,5147.25,0.0162,0,0,0,248.5,ES-Barcelone,2084
26.35,36.15,9.8,1442,46.2,5,6976.47,0.032,1,0,0,252.2,FR-Nantes,2085
26.35,36.15,9.8,1462,46.7,7,7149.78,0.0319,1,0,0,246.9,FR-Nantes,2086
26.25,36.15,9.9,1439,49.7,9,7489.38,0.0345,0,0,0,248.5,FR-Lyon,2087
26.35,36.15,9.8,1577,36.6,14,6044.24,0.0232,1,0,0,245.3,ES-Madrid,2088
26.45,36.25,9.8,1331,46.4,16,6467.32,0.0348,1,0,0,241.7,ES-Madrid,2089
26.35,36.15,9.8,1941,22.5,18,4573.37,0.0116,1,0,0,249.3,FR-Toulouse,2090
26.35,36.05,9.7,1393,47.3,20,6899.87,0.0339,1,0,0,241.6,ES-Madrid,2091
26.25,36.05,9.8,1433,42.1,22,6317.67,0.0294,1,0,0,239.5,ES-Barcelone,2092
26.25,36.05,9.8,1444,48.2,24,7288.58,0.0334,1,0,0,239.1,FR-Lyon,2093
26.25,36.05,9.8,1564,39.0,26,6387.49,0.0249,1,0,0,228.3,FR-Nantes,2094
26.25,36.15,9.9,1377,43.6,28,6287.08,0.0316,1,0,0,237.2,FR-Toulouse,2095
26.25,36.15,9.9,1525,41.5,30,6627.45,0.0272,1,0,0,229.6,ES-Madrid,2096
26.35,36.25,9.9,1387,56.2,32,8162.84,0.0405,0,1,0,231.4,FR-Nantes,2097
26.25,36.25,10.0,1326,47.5,35,6595.77,0.0358,0,1,0,219.6,FR-Nantes,2098
26.25,36.15,9.9,1401,59.0,38,8656.03,0.0421,1,0,0,214.2,ES-Madrid,2099
26.25,36.15,9.9,1596,31.8,40,5314.82,0.0199,1,0,0,224.1,FR-Toulouse,2100
26.15,36.15,10.0,1471,46.0,42,7085.97,0.0312,0,1,0,219.9,ES-Barcelone,2101
26.15,36.15,10.0,1528,37.8,45,6048.45,0.0247,1,0,0,210.5,FR-Nantes,2102
26.15,36.15,10.0,1325,62.0,47,8602.73,0.0468,1,0,0,208.7,FR-Lyon,2103
26.15,35.95,9.8,1376,46.7,49,6729.21,0.0339,0,1,0,216.6,ES-Madrid,2104
26.15,35.95,9.8,1600,35.3,52,5914.57,0.022,0,1,0,202.1,ES-Madrid,2105
26.15,35.95,9.8,1495,44.0,55,6888.47,0.0294,1,0,0,213.2,FR-Toulouse,2106
26.25,35.95,9.7,1645,28.6,57,4926.75,0.0174,1,0,0,198.5,ES-Barcelone,2107
26.25,35.95,9.7,1417,47.3,59,7018.75,0.0334,0,1,0,204.2,ES-Barcelone,2108
26.25,35.85,9.6,1415,51.7,62,7660.83,0.0365,0,0,0,196.4,FR-Toulouse,2109
26.15,35.85,9.7,1496,43.4,67,6799.08,0.029,0,1,0,196.0,ES-Barcelone,2110
26.15,35.85,9.7,1508,35.0,70,5527.11,0.0232,0,0,0,187.3,FR-Lyon,2111
26.25,35.85,9.6,1436,47.9,75,7203.09,0.0333,1,0,0,184.2,FR-Lyon,2112
26.35,35.95,9.6,1852,22.6,77,4383.07,0.0122,1,0,0,183.2,FR-Lyon,2113
26.35,35.95,9.6,1863,22.5,79,4389.59,0.0121,1,0,0,176.0,ES-Barcelone,2114
26.25,35.95,9.7,1373,44.1,81,6340.71,0.0321,0,0,0,182.7,ES-Madrid,2115
26.25,35.85,9.6,1404,47.3,86,6954.36,0.0337,1,0,0,171.4,FR-Lyon,2116
26.25,35.85,9.6,1381,44.9,88,6493.35,0.0325,0,1,0,170.9,FR-Toulouse,2117
26.25,35.75,9.5,1762,29.3,91,5406.32,0.0166,0,0,0,164.0,FR-Nantes,2118
26.15,35.75,9.6,1429,43.0,96,6434.71,0.0301,0,0,0,151.2,FR-Lyon,2119
26.15,35.75,9.6,1858,24.7,101,4805.86,0.0133,0,1,0,158.0,ES-Barcelone,2120
26.05,35.65,9.6,1908,21.3,104,4255.85,0.0112,0,0,0,168.1,ES-Madrid,2121
26.05,35.65,9.6,1503,37.4,109,5886.53,0.0249,0,1,0,154.9,FR-Nantes,2122
26.05,35.65,9.6,1523,38.9,112,6204.09,0.0255,0,1,0,147.9,ES-Barcelone,2123
26.15,35.85,9.7,1491,38.4,115,5995.67,0.0257,1,0,0,143.7,FR-Toulouse,2124
26.05,35.75,9.7,1430,39.1,117,5855.2,0.0273,1,0,0,143.1,ES-Barcelone,2125
26.15,35.75,9.6,1258,69.4,119,9142.58,0.0551,1,0,1,143.7,ES-Madrid,2126
26.15,35.85,9.7,1449,46.5,121,7055.86,0.0321,1,0,0,133.1,FR-Nantes,2127
26.15,35.85,9.7,1425,40.6,123,6058.56,0.0285,0,0,0,142.6,FR-Lyon,2128
26.25,35.85,9.6,1800,24.3,128,4580.44,0.0135,1,0,0,135.6,ES-Barcelone,2129
26.25,35.85,9.6,1607,33.7,130,5671.19,0.021,0,0,0,133.6,FR-Toulouse,2130
26.25,35.85,9.6,1391,58.2,135,8477.71,0.0418,1,0,0,127.2,FR-Lyon,2131
26.25,35.95,9.7,1432,45.4,137,6808.12,0.0317,1,0,0,123.1,FR-Lyon,2132
26.25,35.85,9.6,1660,28.4,139,4936.91,0.0171,1,0,0,124.4,FR-Nantes,2133
26.15,35.85,9.7,1732,29.7,141,5386.83,0.0171,0,0,0,122.0,FR-Nantes,2134
26.15,35.85,9.7,1473,46.3,146,7141.88,0.0314,1,0,0,112.2,ES-Madrid,2135
26.15,35.85,9.7,1511,47.8,148,7563.47,0.0316,1,0,0,109.1,ES-Barcelone,2136
26.05,35.75,9.7,1588,41.5,150,6901.24,0.0261,1,0,0,110.5,FR-Lyon,2137
26.15,35.75,9.6,1623,31.1,152,5285.76,0.0192,1,0,0,115.7,ES-Madrid,2138
26.15,35.85,9.7,1734,30.6,154,5556.47,0.0176,1,0,0,99.8,FR-Lyon,2139
26.15,35.85,9.7,1415,47.6,156,7053.29,0.0336,1,0,0,96.7,ES-Barcelone,2140
26.15,35.85,9.7,1419,46.6,158,6924.64,0.0328,1,0,0,102.8,ES-Madrid,2141
26.15,35.75,9.6,1577,34.9,160,5763.49,0.0221,0,1,0,100.3,FR-Nantes,2142
26.15,35.75,9.6,1376,60.3,163,8688.89,0.0438,1,0,0,97.9,ES-Madrid,2143
26.15,35.65,9.5,1442,49.0,165,7399.29,0.034,0,1,0,96.2,FR-Toulouse,2144
26.25,35.75,9.5,1451,40.5,168,6153.91,0.0279,1,0,0,90.9,FR-Nantes,2145
26.15,35.65,9.5,1550,45.8,170,7434.06,0.0295,1,0,0,97.4,ES-Madrid,2146
26.15,35.65,9.5,1647,32.9,172,5674.38,0.02,1,0,0,80.0,FR-Nantes,2147
26.25,35.75,9.5,1550,33.7,174,5470.04,0.0217,1,0,0,81.9,FR-Toulouse,2148
26.25,35.75,9.5,1583,34.1,176,5652.8,0.0215,1,0,0,83.5,FR-Nantes,2149
26.25,35.85,9.6,1613,32.2,178,5439.0,0.02,1,0,0,73.8,ES-Madrid,2150
26.15,35.65,9.5,1636,35.5,180,6081.91,0.0217,0,0,0,79.1,FR-Toulouse,2151
26.15,35.55,9.4,1289,51.5,185,6951.66,0.0399,0,1,0,83.3,FR-Lyon,2152
26.15,35.65,9.5,1648,28.4,188,4901.22,0.0172,0,1,0,72.1,ES-Madrid,2153
26.15,35.65,9.5,1397,45.4,191,6641.72,0.0325,0,0,0,70.2,ES-Madrid,2154
26.15,35.75,9.6,1767,24.8,196,4588.99,0.014,0,1,0,57.7,FR-Lyon,2155
26.15,35.65,9.5,1341,47.7,199,6698.47,0.0355,1,0,0,57.9,FR-Lyon,2156
26.25,35.75,9.5,1457,41.5,201,6331.93,0.0285,0,1,0,57.1,FR-Lyon,2157
26.25,35.85,9.6,1939,19.8,204,4020.42,0.0102,0,1,0,54.4,FR-Toulouse,2158
26.35,35.85,9.5,1399,49.7,207,7281.2,0.0355,0,1,0,59.4,FR-Nantes,2159
26.35,35.85,9.5,1602,31.3,210,5250.92,0.0195,0,1,0,52.8,ES-Madrid,2160
26.25,35.85,9.6,1507,41.0,213,6470.32,0.0272,1,0,0,41.4,ES-Madrid,2161
26.25,35.95,9.7,1464,40.5,215,6209.04,0.0276,1,0,0,46.2,FR-Nantes,2162
26.35,35.95,9.6,1336,42.1,217,5890.03,0.0315,1,0,0,45.5,FR-Toulouse,2163
26.45,36.05,9.6,1422,39.8,219,5926.68,0.028,1,0,0,46.7,ES-Madrid,2164
26.45,36.05,9.6,1540,36.7,221,5918.55,0.0238,1,0,0,46.9,FR-Nantes,2165
26.35,35.95,9.6,1476,47.8,223,7388.27,0.0324,1,0,0,31.9,ES-Barcelone,2166
26.45,36.05,9.6,1867,23.4,225,4574.98,0.0125,0,1,1,30.9,FR-Nantes,2167
26.45,35.95,9.5,1588,41.3,0,6867.98,0.026,0,0,0,253.7,FR-Lyon,2168
26.35,35.95,9.6,1420,49.5,5,7360.75,0.0348,0,1,0,253.8,ES-Madrid,2169
26.35,35.95,9.6,1415,49.2,8,7290.38,0.0347,1,0,0,254.3,FR-Toulouse,2170
26.25,35.95,9.7,1500,43.3,10,6801.55,0.0288,0,1,0,254.9,ES-Madrid,2171
26.35,35.95,9.6,1502,44.6,13,7015.09,0.0297,1,0,0,246.6,FR-Lyon,2172
26.35,36.05,9.7,1816,23.0,15,4373.93,0.0127,1,0,0,243.4,FR-Lyon,2173
26.35,36.05,9.7,1495,41.6,17,6512.73,0.0278,0,1,0,243.8,ES-Barcelone,2174
26.45,36.05,9.6,1572,33.4,20,5498.29,0.0212,1,0,0,235.8,FR-Lyon,2175
26.35,36.05,9.7,1590,35.9,22,5977.51,0.0226,0,1,0,248.4,ES-Madrid,2176
26.45,36.15,9.7,1387,48.3,25,7015.4,0.0348,0,1,0,227.0,FR-Toulouse,2177
26.45,36.05,9.6,1393,47.7,28,6958.22,0.0342,0,1,0,232.9,FR-Nantes,2178
26.45,36.05,9.6,1602,37.3,31,6257.49,0.0233,1,0,0,239.1,ES-Madrid,2179
26.45,36.05,9.6,1601,33.3,33,5582.96,0.0208,1,0,0,227.0,FR-Nantes,2180
26.45,36.05,9.6,1597,36.3,35,6070.72,0.0227,0,0,0,224.0,FR-Toulouse,2181
26.35,35.95,9.6,1548,44.3,40,7181.3,0.0286,0,0,0,218.2,FR-Lyon,2182
26.35,36.05,9.7,1314,61.8,45,8503.79,0.047,0,1,0,214.1,FR-Lyon,2183
26.45,36.15,9.7,1577,39.8,48,6572.69,0.0252,0,1,0,218.9,FR-Toulouse,2184
26.65,36.25,9.6,1475,43.4,51,6703.64,0.0294,1,0,0,197.9,ES-Madrid,2185
26.65,36.25,9.6,1630,32.4,53,5530.46,0.0199,1,0,0,214.7,ES-Barcelone,2186
26.55,36.25,9.7,1445,42.9,55,6491.63,0.0297,1,0,0,197.9,ES-Barcelone,2187
26.65,36.25,9.6,1439,47.4,57,7142.79,0.0329,0,1,0,201.7,ES-Madrid,2188
26.55,36.15,9.6,1420,44.1,60,6557.76,0.031,1,0,0,197.9,ES-Madrid,2189
26.55,36.05,9.5,1554,41.6,62,6769.76,0.0268,0,0,0,200.9,ES-Madrid,2190
26.45,35.95,9.5,1471,44.3,67,6824.09,0.0301,0,1,0,185.0,FR-Toulouse,2191
26.45,35.85,9.4,1648,33.6,70,5798.63,0.0204,1,0,0,192.3,ES-Barcelone,2192
26.45,35.85,9.4,1472,48.8,72,7522.4,0.0331,1,0,0,198.1,ES-Madrid,2193
26.35,35.75,9.4,1448,42.9,74,6505.11,0.0296,0,1,0,179.2,FR-Nantes,2194
26.45,35.75,9.3,1568,35.3,77,5796.28,0.0225,0,1,0,183.9,FR-Lyon,2195
26.45,35.75,9.3,1613,30.8,80,5202.52,0.0191,1,0,0,176.7,FR-Toulouse,2196
26.55,35.75,9.2,1551,35.4,82,5749.68,0.0228,0,1,0,180.1,FR-Nantes,2197
26.55,35.85,9.3,1412,49.2,85,7274.92,0.0348,1,0,0,175.1,ES-Barcelone,2198
26.55,35.75,9.2,1478,41.0,87,6345.81,0.0277,0,1,0,169.8,FR-Nantes,2199
26.65,35.95,9.3,1268,58.0,90,7701.51,0.0457,0,1,0,172.4,FR-Toulouse,2200
26.65,35.95,9.3,1546,35.6,93,5763.52,0.023,1,0,0,176.0,ES-Barcelone,2201
26.65,35.85,9.2,1567,36.1,95,5923.86,0.023,1,0,0,164.0,FR-Lyon,2202
26.75,36.05,9.3,1548,35.7,97,5787.19,0.023,0,1,0,166.6,FR-Toulouse,2203
26.65,35.85,9.2,1614,30.8,100,5205.74,0.0191,1,0,0,153.5,FR-Lyon,2204
26.55,35.95,9.4,1352,46.1,102,6526.89,0.0341,0,1,0,153.2,ES-Madrid,2205
26.75,36.05,9.3,1624,34.6,105,5884.24,0.0213,1,0,0,157.4,ES-Barcelone,2206
26.75,36.05,9.3,1436,52.0,107,7819.63,0.0362,1,0,0,160.4,FR-Toulouse,2207
26.65,36.05,9.4,1591,37.5,109,6247.84,0.0236,1,0,0,152.8,ES-Barcelone,2208
26.65,36.05,9.4,1435,42.6,111,6401.62,0.0297,0,0,0,147.4,FR-Toulouse,2209
26.65,36.15,9.5,1386,49.4,116,7169.99,0.0356,1,0,0,144.0,ES-Barcelone,2210
26.55,36.05,9.5,1401,54.1,118,7937.14,0.0386,1,0,0,135.7,ES-Madrid,2211
26.45,35.85,9.4,1245,64.0,120,8344.07,0.0514,0,1,0,143.0,ES-Madrid,2212
26.55,35.95,9.4,1475,40.0,123,6178.47,0.0271,1,0,0,141.4,FR-Lyon,2213
26.55,35.95,9.4,1473,39.4,125,6077.54,0.0267,1,0,0,132.7,ES-Barcelone,2214
26.55,36.05,9.5,1355,44.8,127,6356.91,0.033,0,0,0,130.6,ES-Madrid,2215
26.55,36.05,9.5,1468,49.6,132,7624.94,0.0338,0,0,0,129.3,FR-Toulouse,2216
26.55,36.05,9.5,1645,30.8,137,5305.73,0.0187,1,0,0,120.8,ES-Madrid,2217
26.55,35.95,9.4,1347,55.3,139,7800.48,0.041,1,0,0,120.7,FR-Toulouse,2218
26.55,35.95,9.4,1713,33.5,141,6009.4,0.0195,1,0,0,129.5,ES-Barcelone,2219
26.45,35.95,9.5,1435,48.4,143,7273.21,0.0337,0,1,0,115.8,FR-Lyon,2220
26.45,35.85,9.4,1736,26.1,146,4744.81,0.015,0,1,0,112.2,ES-Madrid,2221
26.45,35.85,9.4,1372,60.4,149,8678.0,0.044,1,0,0,107.8,FR-Nantes,2222
26.55,35.85,9.3,1605,33.0,151,5546.48,0.0205,1,0,0,112.7,FR-Lyon,2223
26.45,35.85,9.4,1413,48.5,153,7176.5,0.0343,1,0,0,106.1,FR-Lyon,2224
26.55,35.85,9.3,1645,31.9,155,5495.22,0.0194,0,1,0,101.8,FR-Lyon,2225
26.55,35.85,9.3,1465,49.0,158,7517.31,0.0334,0,1,0,108.6,FR-Nantes,2226
26.45,35.75,9.3,1685,27.8,161,4905.39,0.0165,0,1,0,106.1,FR-Toulouse,2227
26.35,35.65,9.3,1965,20.4,164,4197.8,0.0104,1,0,0,93.0,FR-Nantes,2228
26.25,35.45,9.2,1542,41.8,166,6749.77,0.0271,0,0,0,84.7,FR-Toulouse,2229
26.25,35.55,9.3,1681,30.8,171,5421.84,0.0183,1,0,0,94.0,FR-Toulouse,2230
26.35,35.55,9.2,1446,45.7,173,6920.11,0.0316,1,0,0,83.6,ES-Madrid,2231
26.25,35.45,9.2,1415,56.4,175,8357.26,0.0398,1,0,0,89.0,FR-Lyon,2232
26.35,35.45,9.1,1672,30.5,177,5340.29,0.0182,1,0,0,73.1,ES-Barcelone,2233
26.35,35.55,9.2,2549,13.0,179,3470.1,0.0051,1,0,1,85.5,ES-Barcelone,2234
26.25,35.45,9.2,1492,40.5,181,6327.8,0.0271,1,0,0,72.9,ES-Madrid,2235
26.25,35.45,9.2,1455,42.7,183,6506.08,0.0293,0,1,0,80.7,FR-Nantes,2236
26.15,35.35,9.2,1422,43.1,186,6418.09,0.0303,0,1,0,74.1,ES-Barcelone,2237
26.15,35.45,9.3,1403,50.6,189,7434.24,0.036,1,0,0,66.2,FR-Lyon,2238
26.15,35.45,9.3,1474,49.6,191,7656.1,0.0336,1,0,0,67.0,FR-Lyon,2239
