piece_id,produit_id,type_piece,temp_air_K,temp_process_K,vitesse_rotation_rpm,couple_Nm,usure_outil_min,panne_machine,defaut_usure_outil,defaut_chaleur,defaut_puissance,defaut_surcharge,defaut_aleatoire,usine,temp_air_C,temp_process_C,delta_temp_C,puissance_W,ratio_couple_vitesse,nb_defauts
1053,L48232,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,ES-Barcelone,23.55,34.55,11.0,4822.9,0.0124,0
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,ES-Madrid,23.55,34.55,11.0,5368.32,0.0201,0
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,ES-Barcelone,23.65,34.65,11.0,5196.56,0.0187,0
1056,L48235,L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,FR-Toulouse,23.65,34.65,11.0,6106.42,0.0266,0
1057,L48236,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,ES-Madrid,23.65,34.65,11.0,6473.51,0.0252,0
1058,L48237,L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,FR-Toulouse,23.65,34.65,11.0,5995.96,0.0231,0
1059,L48238,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,FR-Nantes,23.55,34.65,11.1,5260.75,0.0195,0
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,FR-Nantes,23.55,34.75,11.2,4180.01,0.0114,0
1061,H30474,H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,ES-Barcelone,23.55,34.75,11.2,8022.71,0.0378,0
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,ES-Barcelone,23.55,34.75,11.2,7449.97,0.0353,0
1063,L48242,L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,ES-Madrid,23.65,34.75,11.1,7040.1,0.0357,0
1064,M15923,M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,FR-Toulouse,23.65,34.65,11.0,5715.52,0.0197,0
1065,M15924,M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,FR-Toulouse,23.65,34.75,11.1,6536.47,0.0314,0
1066,L48245,L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,ES-Madrid,23.65,34.75,11.1,4533.7,0.0147,0
1067,M15926,M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,FR-Lyon,23.75,34.65,10.9,6516.0,0.0261,0
1068,L48247,L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,FR-Lyon,23.75,34.65,10.9,7015.83,0.0312,0
1069,L48248,L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,FR-Toulouse,23.65,34.65,11.0,6963.21,0.0342,0
1070,M15929,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,FR-Toulouse,23.75,34.65,10.9,4740.03,0.0134,0
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,FR-Toulouse,23.75,34.65,10.9,5753.76,0.0252,0
1072,L48251,L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,FR-Lyon,23.75,34.65,10.9,7326.98,0.0344,0
1073,M15932,M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,FR-Lyon,23.85,34.75,10.9,6841.01,0.0327,0
1074,L48253,L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,FR-Lyon,23.85,34.65,10.8,7033.5,0.0336,0
1075,L48254,L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,ES-Barcelone,23.85,34.75,10.9,5294.79,0.0199,0
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,FR-Toulouse,23.75,34.65,10.9,7676.22,0.0405,0
1077,L48256,L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,FR-Toulouse,23.75,34.55,10.8,6214.35,0.0217,0
1078,L48257,L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0,ES-Madrid,23.65,34.45,10.8,5913.05,0.0236,0
1079,H30492,H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,FR-Lyon,23.75,34.55,10.8,5341.21,0.0186,0
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,ES-Barcelone,23.85,34.55,10.7,5166.19,0.0165,0
1081,L48260,L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,ES-Madrid,23.85,34.65,10.8,5201.64,0.0158,0
1082,L48261,L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0,FR-Lyon,23.85,34.65,10.8,6403.01,0.0264,0
1083,H30496,H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,FR-Toulouse,23.95,34.75,10.8,5918.34,0.028,0
1084,L48263,L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0,ES-Barcelone,23.85,34.65,10.8,5692.66,0.0192,0
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,ES-Barcelone,23.85,34.55,10.7,7388.59,0.0314,0
1086,L48265,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,FR-Nantes,23.85,34.65,10.8,8180.08,0.0407,1
1087,L48266,L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,FR-Nantes,23.85,34.75,10.9,7465.99,0.0337,0
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,FR-Lyon,23.75,34.65,10.9,5807.15,0.0231,1
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,ES-Barcelone,23.75,34.65,10.9,6399.3,0.0315,0
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,FR-Lyon,23.75,34.55,10.8,3679.85,0.0087,0
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,ES-Barcelone,23.75,34.55,10.8,6347.02,0.0283,0
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,FR-Nantes,23.85,34.55,10.7,7030.97,0.032,0
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,FR-Nantes,23.75,34.45,10.7,5646.49,0.019,0
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,FR-Nantes,23.65,34.35,10.7,5923.54,0.0271,0
1095,L48274,L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,FR-Lyon,23.75,34.35,10.6,6295.5,0.0328,0
1096,L48275,L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,FR-Lyon,23.75,34.35,10.6,2649.96,0.0034,1
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,FR-Lyon,23.85,34.45,10.6,6298.26,0.0213,0
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,FR-Lyon,23.75,34.35,10.6,7065.98,0.0345,0
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,ES-Madrid,23.75,34.25,10.5,6036.66,0.0249,0
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,FR-Toulouse,23.65,34.25,10.6,6767.07,0.0298,0
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,FR-Lyon,23.65,34.35,10.7,5325.0,0.0177,0
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,ES-Barcelone,23.55,34.35,10.8,5654.36,0.0209,0
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,ES-Barcelone,23.65,34.35,10.7,7729.95,0.0407,0
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,ES-Barcelone,23.55,34.25,10.7,6241.09,0.0251,0
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,ES-Barcelone,23.45,34.25,10.8,6210.96,0.0307,0
1106,M15965,M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,FR-Lyon,23.45,34.35,10.9,4902.77,0.0156,0
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,FR-Toulouse,23.55,34.45,10.9,6224.96,0.025,0
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,ES-Madrid,23.55,34.35,10.8,6679.18,0.0278,0
1109,L48288,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,ES-Madrid,23.45,34.25,10.8,7213.43,0.0304,0
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,FR-Lyon,23.45,34.35,10.9,5723.01,0.0225,0
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,ES-Madrid,23.35,34.25,10.9,7103.14,0.0406,0
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,FR-Lyon,23.35,34.25,10.9,7377.97,0.0343,0
1113,M15972,M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,FR-Lyon,23.35,34.25,10.9,7860.26,0.0412,0
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,FR-Nantes,23.45,34.25,10.8,4836.17,0.0144,0
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,FR-Nantes,23.25,34.15,10.9,6031.44,0.0243,0
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,FR-Nantes,23.25,34.15,10.9,4154.31,0.0092,0
1117,L48296,L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,FR-Lyon,23.25,34.15,10.9,5839.44,0.0252,0
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,ES-Barcelone,23.35,34.25,10.9,6491.17,0.0267,0
1119,L48298,L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,FR-Toulouse,23.35,34.35,11.0,6316.42,0.0289,0
1120,L48299,L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,FR-Lyon,23.35,34.35,11.0,8293.18,0.0441,0
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,ES-Barcelone,23.45,34.55,11.1,5369.4,0.0187,0
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,ES-Barcelone,23.45,34.45,11.0,6142.0,0.0275,0
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,ES-Barcelone,23.35,34.45,11.1,6212.87,0.025,0
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,ES-Madrid,23.45,34.55,11.1,9042.32,0.0449,1
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,ES-Madrid,23.55,34.65,11.1,9089.88,0.0548,1
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,FR-Nantes,23.55,34.65,11.1,7401.07,0.0374,0
1127,L48306,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,FR-Lyon,23.65,34.75,11.1,5502.48,0.018,0
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,FR-Toulouse,23.55,34.65,11.1,5672.96,0.0194,0
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,FR-Toulouse,23.65,34.75,11.1,4863.56,0.0137,0
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,FR-Toulouse,23.55,34.75,11.2,5238.5,0.0175,0
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,ES-Madrid,23.65,34.75,11.1,6880.56,0.0329,0
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,FR-Nantes,23.65,34.75,11.1,5207.99,0.0224,0
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,FR-Lyon,23.65,34.75,11.1,8172.27,0.0483,0
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,FR-Lyon,23.65,34.75,11.1,7112.8,0.0338,0
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,ES-Madrid,23.75,34.65,10.9,7571.05,0.0355,0
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,FR-Lyon,23.75,34.75,11.0,6301.2,0.0255,0
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,ES-Barcelone,23.75,34.65,10.9,6212.15,0.0245,0
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,FR-Nantes,23.75,34.65,10.9,5141.12,0.018,0
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,FR-Nantes,23.75,34.75,11.0,6251.35,0.029,0
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,FR-Nantes,23.85,34.75,10.9,5471.37,0.0212,0
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,ES-Madrid,23.75,34.75,11.0,6497.65,0.0323,0
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,FR-Toulouse,23.85,34.75,10.9,5410.45,0.0193,0
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,ES-Madrid,23.75,34.75,11.0,6541.81,0.0308,0
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,FR-Nantes,23.85,34.75,10.9,6071.32,0.0265,0
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,FR-Toulouse,23.85,34.75,10.9,9378.03,0.0533,1
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,ES-Barcelone,23.85,34.65,10.8,5415.57,0.0214,0
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,ES-Madrid,23.85,34.75,10.9,6756.92,0.0276,0
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,ES-Madrid,23.95,34.85,10.9,4530.6,0.0151,0
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,ES-Barcelone,23.95,34.85,10.9,8187.41,0.043,0
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,ES-Barcelone,24.05,34.95,10.9,5829.85,0.0266,0
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,ES-Madrid,23.95,34.75,10.8,7623.6,0.0343,0
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,ES-Madrid,23.85,34.75,10.9,6743.43,0.0353,0
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,ES-Madrid,23.95,34.75,10.8,6044.23,0.0254,0
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,ES-Madrid,23.85,34.75,10.9,6914.52,0.0315,0
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,FR-Nantes,23.75,34.75,11.0,5091.2,0.0184,0
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,ES-Madrid,23.85,34.75,10.9,5277.44,0.0148,0
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,FR-Lyon,23.85,34.65,10.8,5983.98,0.029,0
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,ES-Barcelone,23.85,34.65,10.8,6166.7,0.0235,0
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,ES-Barcelone,23.85,34.75,10.9,7173.01,0.0332,0
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,FR-Lyon,23.85,34.65,10.8,5998.39,0.0221,0
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,ES-Madrid,23.85,34.55,10.7,4570.93,0.013,0
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,FR-Lyon,23.85,34.65,10.8,8434.05,0.0465,1
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,FR-Toulouse,23.75,34.65,10.9,8371.3,0.0408,1
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,ES-Madrid,23.75,34.75,11.0,6742.45,0.0344,0
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,FR-Lyon,23.95,34.95,11.0,5565.46,0.0173,0
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,ES-Madrid,23.95,34.95,11.0,5387.85,0.0233,0
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,ES-Madrid,23.95,34.95,11.0,5945.59,0.025,0
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,FR-Nantes,23.85,34.95,11.1,7487.99,0.0385,1
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,FR-Lyon,23.95,34.95,11.0,6104.24,0.0232,0
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,FR-Toulouse,23.85,34.95,11.1,6200.82,0.0322,0
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,FR-Nantes,23.95,34.95,11.0,4638.97,0.0133,0
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,ES-Barcelone,23.85,34.95,11.1,6576.8,0.0273,0
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,FR-Nantes,23.95,34.95,11.0,5542.15,0.0253,0
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,FR-Toulouse,23.95,34.85,10.9,6334.41,0.0249,0
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,FR-Nantes,23.95,34.95,11.0,6286.2,0.0328,0
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,FR-Nantes,24.05,35.15,11.1,6246.37,0.0239,0
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,ES-Madrid,24.05,35.15,11.1,6285.07,0.0294,0
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,FR-Lyon,24.05,35.15,11.1,6618.04,0.0245,0
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,ES-Madrid,24.15,35.35,11.2,8842.45,0.0432,0
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,FR-Nantes,24.15,35.25,11.1,6549.11,0.0301,0
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,ES-Barcelone,24.15,35.25,11.1,5707.6,0.0232,0
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,FR-Toulouse,24.05,35.15,11.1,7523.69,0.0378,0
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,FR-Nantes,24.15,35.15,11.0,7102.2,0.0341,0
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,ES-Barcelone,24.15,35.25,11.1,6416.86,0.0268,0
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,FR-Lyon,24.15,35.35,11.2,7446.36,0.0317,0
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0,ES-Barcelone,24.15,35.25,11.1,7260.38,0.0312,0
1187,L48366,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0,ES-Madrid,24.15,35.25,11.1,7092.94,0.0337,0
1188,M16047,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0,FR-Lyon,24.25,35.45,11.2,6056.57,0.025,0
1189,L48368,L,297.3,308.4,1339,52.1,36,0,0,0,0,0,0,FR-Toulouse,24.15,35.25,11.1,7305.45,0.0389,0
1190,M16049,M,297.2,308.3,1794,27.5,38,0,0,0,0,0,0,ES-Madrid,24.05,35.15,11.1,5166.35,0.0153,0
1191,L48370,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0,FR-Lyon,24.05,35.25,11.2,6436.7,0.0288,0
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,FR-Nantes,24.05,35.15,11.1,5207.5,0.0158,0
1193,M16052,M,297.2,308.3,1431,43.7,46,0,0,0,0,0,0,FR-Toulouse,24.05,35.15,11.1,6548.62,0.0305,0
1194,L48373,L,297.1,308.2,1347,50.8,49,0,0,0,0,0,0,FR-Nantes,23.95,35.05,11.1,7165.72,0.0377,0
1195,M16054,M,297.0,308.1,1507,43.1,51,0,0,0,0,0,0,FR-Lyon,23.85,34.95,11.1,6801.73,0.0286,0
1196,M16055,M,297.0,308.0,1408,47.9,54,0,0,0,0,0,0,ES-Barcelone,23.85,34.85,11.0,7062.64,0.034,0
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0,ES-Barcelone,23.85,34.75,10.9,5425.23,0.0232,0
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,ES-Barcelone,23.75,34.75,11.0,7182.9,0.033,0
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,ES-Madrid,23.75,34.75,11.0,5951.28,0.0234,0
1200,M16059,M,296.9,307.9,1979,20.4,68,0,0,0,0,0,0,FR-Lyon,23.75,34.75,11.0,4227.7,0.0103,0
1201,M16060,M,296.9,308.0,1430,55.9,71,0,0,0,0,0,0,ES-Madrid,23.75,34.85,11.1,8370.98,0.0391,0
1202,L48381,L,296.9,308.0,1658,41.0,74,0,0,0,0,0,0,FR-Lyon,23.75,34.85,11.1,7118.64,0.0247,0
1203,M16062,M,297.0,308.1,1355,51.4,76,0,0,0,0,0,0,FR-Lyon,23.85,34.95,11.1,7293.42,0.0379,0
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,FR-Toulouse,23.85,34.95,11.1,7028.37,0.0337,0
1205,L48384,L,296.9,308.0,1521,34.5,84,0,0,0,0,0,0,FR-Nantes,23.75,34.85,11.1,5495.12,0.0227,0
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0,ES-Madrid,23.65,34.85,11.2,7824.61,0.0397,0
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,ES-Madrid,23.75,34.85,11.1,7384.1,0.0406,0
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0,FR-Toulouse,23.85,34.95,11.1,5748.87,0.0222,0
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,FR-Toulouse,23.85,34.95,11.1,6876.41,0.0296,0
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,ES-Barcelone,23.85,34.95,11.1,3537.64,0.0052,0
1211,L48390,L,297.0,308.1,1537,39.0,103,0,0,0,0,0,0,FR-Toulouse,23.85,34.95,11.1,6277.22,0.0254,0
1212,H30625,H,296.9,308.0,1416,46.9,105,0,0,0,0,0,0,FR-Nantes,23.75,34.85,11.1,6954.48,0.0331,0
1213,L48392,L,296.9,307.9,1359,56.5,110,0,0,0,0,0,0,FR-Lyon,23.75,34.75,11.0,8040.75,0.0415,0
1214,M16073,M,296.8,307.8,1551,38.9,112,0,0,0,0,0,0,ES-Madrid,23.65,34.65,11.0,6318.15,0.0251,0
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,ES-Madrid,23.65,34.65,11.0,5854.04,0.0195,0
1216,L48395,L,296.8,307.9,1709,28.4,118,0,0,0,0,0,0,FR-Lyon,23.65,34.75,11.1,5082.64,0.0166,0
1217,L48396,L,296.9,308.0,1514,41.0,120,0,0,0,0,0,0,FR-Lyon,23.75,34.85,11.1,6500.37,0.0271,0
1218,L48397,L,297.0,308.1,1455,43.5,122,0,0,0,0,0,0,ES-Madrid,23.85,34.95,11.1,6627.98,0.0299,0
1219,M16078,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0,ES-Madrid,23.85,35.05,11.2,5471.75,0.018,0
1220,M16079,M,296.9,308.1,1357,41.8,127,0,0,0,0,0,0,FR-Toulouse,23.75,34.95,11.2,5939.98,0.0308,0
1221,L48400,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0,ES-Barcelone,23.85,35.05,11.2,4855.21,0.0186,0
1222,M16081,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1,FR-Lyon,23.85,35.15,11.3,6797.74,0.0331,1
1223,L48402,L,297.0,308.3,1399,59.0,135,0,0,0,0,0,0,FR-Toulouse,23.85,35.15,11.3,8643.67,0.0421,0
1224,L48403,L,297.0,308.3,1492,48.1,137,0,0,0,0,0,0,ES-Barcelone,23.85,35.15,11.3,7515.23,0.0322,0
1225,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0,FR-Toulouse,23.95,35.15,11.2,4744.76,0.0146,0
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,FR-Nantes,23.95,35.15,11.2,6484.04,0.0278,0
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,FR-Toulouse,23.95,35.25,11.3,6622.48,0.0285,0
1228,L48407,L,297.1,308.4,1422,42.1,148,0,0,0,0,0,0,FR-Toulouse,23.95,35.25,11.3,6269.17,0.0296,0
1229,M16088,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0,ES-Barcelone,23.95,35.25,11.3,6332.47,0.0241,0
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,FR-Toulouse,23.95,35.25,11.3,7305.67,0.041,0
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,ES-Barcelone,23.95,35.25,11.3,4626.52,0.0125,0
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,FR-Lyon,24.05,35.35,11.3,6836.4,0.0254,0
1233,L48412,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0,FR-Lyon,24.05,35.45,11.4,5827.65,0.0247,0
1234,M16093,M,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,FR-Lyon,24.05,35.35,11.3,7941.78,0.0407,0
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,ES-Madrid,24.05,35.35,11.3,3577.23,0.0057,0
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,FR-Toulouse,23.95,35.25,11.3,5438.68,0.019,0
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,ES-Barcelone,23.95,35.25,11.3,6631.84,0.0343,0
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,FR-Nantes,23.95,35.25,11.3,5866.88,0.0248,0
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,ES-Barcelone,23.95,35.25,11.3,5513.39,0.0202,0
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,FR-Lyon,24.05,35.35,11.3,6099.15,0.0265,0
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,ES-Barcelone,24.05,35.45,11.4,5362.36,0.0191,0
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,ES-Madrid,23.95,35.35,11.4,5499.92,0.02,0
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,ES-Madrid,23.95,35.25,11.3,6825.55,0.0302,0
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,ES-Madrid,23.95,35.25,11.3,8007.79,0.0373,0
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,ES-Madrid,23.95,35.25,11.3,5133.19,0.0164,0
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,FR-Nantes,23.95,35.25,11.3,5554.25,0.021,0
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,FR-Lyon,24.05,35.35,11.3,5764.29,0.0201,0
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,FR-Lyon,24.05,35.35,11.3,6797.12,0.0283,0
